gender,age,name,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,connectedToFacebook,isVIP,isVerified,lastOnline,lastOnlineTs,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,city,locationCity,locationCitySub,userInfo_visitDate,counts_details,crypt,isFlirtstar,isNew,hasBirthday,isHighlighted,distance,locked,isMobile,isOnline,whazzup,userId,pictureId,isSystemProfile
F,20,brava ragazza,12,32450,787,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,26/04/2015 10:04,1430042670,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zürich,Zürich,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,171,FALSE,TRUE,FALSE,nur ernstes gsuecht! wer spiele wot sell en böllehole und mier tschuttet!◻️◼️◻️◼️⚽️🇮🇹,4ff9f4aaebf2c827480007d9,54ce9b6d170ba0c7548b4bef,FALSE
F,22,Madeline,4,1710,116,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08/04/2015 14:49,1428504595,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Emmendingen,Hinterzarten,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,190,FALSE,TRUE,FALSE,"Live your life, before somewhere catch it!",500aef142d15de056f000480,500aef252d15de2d6f00046e,FALSE
F,25,Lia,13,26842,643,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,26/04/2015 17:19,1430068757,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rifferswil,Rifferswil,,,0.5799999833106995,FALSE,FALSE,FALSE,FALSE,FALSE,163,FALSE,TRUE,FALSE,FCZ :-),500ce1722d15de810c0004af,54e238cdcb6da1706f8b4b44,FALSE
F,22,Je** 🌸,2,20266,1148,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25/04/2015 4:36,1429936603,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Müllheim,Mülheim,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,162,FALSE,TRUE,FALSE,✨🌸,501960390c84d34875000394,552e5bbd066ea1933e8b490b,FALSE
F,20,Jey,4,16683,647,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,26/04/2015 10:26,1430043968,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Utzenstorf,Utzenstorf,,,0.039999999,FALSE,FALSE,FALSE,FALSE,FALSE,95.80000305175781,FALSE,TRUE,FALSE,️♡ Insta: lemejey,501a62870c84d32d75000d89,55146fb7ea6da11d158b463a,FALSE
F,25,tina,7,3413,86,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,25/04/2015 18:11,1429985473,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zweisimmen,Blankenburg,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,57.79999923706055,FALSE,TRUE,FALSE,schreibt mir einfach!ich bin lieb!:-),5038fbd96f37f3d14400004c,503cbfc7ca61bea1590000bf,FALSE
F,19,mel,13,8310,143,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26/04/2015 8:07,1430035627,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Härkingen,Härkingen,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,125,FALSE,FALSE,FALSE,I need a hero,503bd4834ea6e89a5a000123,52dd7bd9c56da1966f61cfd3,FALSE
F,21,debora,1,25903,982,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,08/04/2015 15:09,1428505759,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bâle,Basel,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,137,FALSE,TRUE,TRUE,Deb.,503fc2b8a9d0b3b2480000a8,550f31ca1c0ba0785b8b4a90,FALSE
F,21,MISHEffect,27,33018,812,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,25/04/2015 21:35,1429997740,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Marbach,Marbach,LU,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,103,FALSE,TRUE,FALSE,✌️✌️,50421dc94ea6e83e24000000,550db26a086ea18e4f8b4678,FALSE
F,22,rebekka1992,15,2502,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,06/04/2015 18:52,1428346335,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Maulburg,Maulburg,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,152,FALSE,TRUE,FALSE,,50425e986f37f30f26000008,54b8170ae96da129508b4b1a,FALSE
F,24,🍒SweeT_Cherry🍒,5,22847,1282,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,07/04/2015 20:21,1428438077,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,New York,Untersiggenthal,,,0.1899999976158142,FALSE,FALSE,FALSE,FALSE,FALSE,164,FALSE,TRUE,FALSE,♪☆♪☆♪(｡-_-｡)♪☆♪☆ fuck off!!,5043944e6f37f35f6600002d,525aaeb8190ba0d743a9b637,FALSE
F,21,JayJay,13,7407,125,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25/04/2015 13:18,1429967894,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Luzern,Emmen,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,142,FALSE,TRUE,FALSE,Vie ton rêve,50450b930c84d3d40e0000b6,54ad5e03190ba0cb108b45d0,FALSE
F,19,ॐ Mish  Ganja-Girl ॐ,30,16096,533,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,26/04/2015 11:50,1430049047,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Oftringen,Winznau,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,136,FALSE,TRUE,TRUE,High sein heisst Frei sein 💋❤!! Folget uf Insta MINIMALISTICA_x3 sueche kei ons oder so.,504b834fa9d0b30a5e000305,55336759076ea11d208b483c,FALSE
F,20,😊Nadine Jennifer 😊,18,6962,361,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26/04/2015 8:18,1430036281,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Lörrach,Lörrach,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,144,FALSE,TRUE,FALSE,Suche den Mann fürs Leben.Nicht für eine Nacht,505b77bfa9d0b35a7f000059,552aa2c1ea6da1bd358b4851,FALSE
F,22,🌸Joya Tiffany🌸,30,30863,1901,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08/04/2015 15:09,1428505744,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Frauenfeld,Opfikon,,,0.6899999976158142,FALSE,FALSE,FALSE,FALSE,FALSE,177,FALSE,TRUE,TRUE,Facebook; Joya Tiffany Kuhn,505c1fb6883fa981430003eb,550c6869160ba0f7318b4771,FALSE
F,24,Vanessa,3,51339,2926,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 10:38,1428489516,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Erlinsbach,Erlinsbach,AG,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,143,FALSE,TRUE,FALSE,✨💗✨,505e2cb5883fa927490000de,552025c01c0ba01e1b8b4588,FALSE
F,21,Susanne,7,3471,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08/04/2015 15:14,1428506076,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Wetzikon,Uster,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,183,FALSE,TRUE,TRUE,SC Rapperswil Jona ⚪🔵,5061efafca61bef159000003,5465e30f170ba051228b4c6b,FALSE
F,25,meli,18,12050,478,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,07/04/2015 20:11,1428437514,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zug,Zug,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,162,FALSE,TRUE,FALSE,Never give up! Makes struggles that what you joy and you Happy!!😉👍😃,50770cf26f37f3186400009c,5522e5cfca6da1791c8b4688,FALSE
F,24,LittleLady,12,26982,710,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,08/04/2015 14:22,1428502966,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Emmenbrücke,Emmen,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,138,FALSE,FALSE,FALSE,Sorry I’m not perfect but I’m definitely not fake!,508103fb883fa9e833000226,527629ff1a0ba0b97008fc9b,FALSE
F,24,sase,7,1820,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 11:45,1430048705,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Olten,Rothrist,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,128,FALSE,TRUE,TRUE,"take me or leave me, but when you leave then go forever..!",5081f53b0c84d34f350003ac,55388b1bca6da1d50b8b4a45,FALSE
F,22,Blüemli Debbie,18,11507,194,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,08/04/2015 10:14,1428488055,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Lyssach,Bern,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,76.90000153,FALSE,FALSE,FALSE,uf nes hey debbie oder geiz guet schribi nid zrug chöit nech ja wou 2 ganzi sätz überlege!,508759df2d15de2f3a000153,54a47c42086ea12b6b8b528c,FALSE
F,21,Meyo,10,17655,468,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,26/04/2015 10:22,1430043723,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Langenthal,Kriens,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,138,FALSE,TRUE,FALSE,are you the one ?,5095ab72a9d0b35655000043,553157bec76da13a558b4bb3,FALSE
F,21,Paola,11,47000,1469,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,07/04/2015 21:42,1428442940,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Lörrach (Baden-Württemberg, Germany)",Lörrach,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,144,FALSE,TRUE,FALSE,Italia ❤️,509e925c1b0ba0713600001f,54df3f03180ba0542a8b47fd,FALSE
F,19,Selina,8,12754,368,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,08/04/2015 15:00,1428505257,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Olten,Aarau,,,0.7699999809265137,FALSE,FALSE,FALSE,FALSE,FALSE,144,FALSE,TRUE,TRUE,La vida tiene su propia manera.,509fd03890c8fd376b000007,548c21261a0ba0a85a8b4866,FALSE
F,19,...,3,7694,143,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26/04/2015 1:17,1430011055,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Oberwil (BL),Basel,,,0.11999999731779099,FALSE,FALSE,FALSE,FALSE,FALSE,135,FALSE,TRUE,FALSE,,50a2cd101b0ba03874000031,550b3d02c66da1485a8b477d,FALSE
F,25,fabienne,20,4372,134,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26/04/2015 10:33,1430044395,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Kriens,Luzern,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,139,FALSE,TRUE,FALSE,:-),50a44709ca61be6127000084,53c84ea3cb6da1dd7e8b4d55,FALSE
F,22,Balu🐾,5,9700,124,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 10:30,1428489012,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Wallisellen,Baltenswil,,,0.1899999976158142,FALSE,FALSE,FALSE,FALSE,FALSE,183,FALSE,TRUE,FALSE,🐾🐣🐾,50a88f797acab1596d00006c,54b245ed160ba0a9278b4a68,FALSE
F,20,Nicole,3,10531,360,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,26/04/2015 10:04,1430042696,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Luzern,Luzern,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,141,FALSE,FALSE,FALSE,Hey☺️,50a8deee0c84d37d2c000005,5415813d150ba0d05b8b4e38,FALSE
F,19,Nina,8,16458,486,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,26/04/2015 11:33,1430048036,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Niederhünigen,Konolfingen,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,Heei ;),50abd2c0c56da13775000018,552a69160a6ea1e18f8b4dd4,FALSE
F,20,Laure,5,264,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,26/04/2015 9:28,1430040505,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,La Chaux-de-Fonds,La Chaux-de-Fonds,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,"Si on doutait sans cesse de l'avenir, on oserait jamais être heureux. ✞ Fb: Lre Vllz 👌",50aff34a1a0ba07b1d00004e,5534e4a40b6ea1ff618b4f0d,FALSE
F,25,Besolatina,15,18475,1065,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25/04/2015 21:30,1429997449,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Hirschthal,Schöftland,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,139,FALSE,TRUE,FALSE,<3..LaCaramelita..<3  - like a Diamond in the Sky ^^,50b0b5681a0ba0c326000067,552b6669c46da13a788b4796,FALSE
F,22,jacky,5,7045,316,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,24/04/2015 20:24,1429907087,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Grenzach-Wyhlen,Grenzach-Wyhlen,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,139,FALSE,TRUE,FALSE,"Ich suche etwas ernstes, nichts für eine Nacht!",50b283771b0ba0162c00008c,54c81d650b6ea1749c8b4bf6,FALSE
F,25,SUNSHINE#SMILE,4,52884,1717,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06/04/2015 15:59,1428335951,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Stuttgart,Laichingen,,,0.7699999809265137,FALSE,FALSE,FALSE,FALSE,FALSE,318,FALSE,TRUE,TRUE,keine ONS! Freundschaft + gesucht! was anderes gibt's hier eh net! ;),50b48af7c76da15a65000048,54ea86211a0ba0da638b474a,FALSE
F,22,Diva ♥,12,37740,1016,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,26/04/2015 15:02,1430060567,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sursee,Sursee,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,133,FALSE,TRUE,TRUE,"mach niemanden zu deiner Priorität, für den du nur eine Option bist!",50ba0df8c46da1c070000084,53afe904170ba0505c8b4688,FALSE
F,20,Valentine,4,6730,297,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,03/05/2015 9:23,1430645024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Prangins,Gland,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,29.899999618530273,FALSE,TRUE,TRUE,Snap: titine18011995 instagramme--> valentine.lehmann,50bca8837acab16d13000049,537f7e26cb6da1571c8b8024,FALSE
F,24,laurencia,4,18395,328,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,26/04/2015 10:32,1430044356,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zurich,Zürich,,,0.5799999833106995,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Juhu Lovoo,50c0be44140ba07b3a000029,551e85620a6ea1268d8b4d54,FALSE
F,24,Jessie,6,6756,81,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,26/04/2015 11:04,1430046285,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Basel,Basel,,,0.8999999761581421,FALSE,FALSE,FALSE,FALSE,FALSE,136,FALSE,TRUE,TRUE,❤❤,50c442ab7acab12b2500025c,54a4506f1b0ba049278b4780,FALSE
F,21,daniela,4,10976,158,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26/04/2015 11:47,1430048824,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Attelwil,Attelwil,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,135,FALSE,TRUE,TRUE,^^.,50c65f97c76da1170400000a,53137ba0160ba04b168b4d32,FALSE
F,22,EST.93,5,1309,89,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,08/04/2015 15:28,1428506926,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Luzern,Luzern,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,140,FALSE,TRUE,TRUE,U͙N͙T͙O͙U͙C͙H͙A͙B͙L͙E͙ Wale - The Bloom❤️🎧,50c7bf0f1b0ba09307000014,551c20e1066ea1d35c8b4708,FALSE
F,26,Lotte,1,1448,37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,06/04/2015 15:56,1428335788,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Stuttgart,Stuttgart,,,0.3499999940395355,FALSE,FALSE,FALSE,FALSE,FALSE,309,FALSE,TRUE,TRUE,,50c8b1ccc56da12b4e000008,550f075a1c0ba0642e8b49df,FALSE
F,23,Sina,19,31448,754,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25/04/2015 15:54,1429977254,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Schüpfen,Schüpfen,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,81,FALSE,TRUE,FALSE,Kei intresse a mäner unter 21 mercii suche ou nid spass,50ca3352ca61bef76e000033,53ac3bcd1a0ba0cc6d8b4d11,FALSE
F,20,Suzi,8,7979,138,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,25/04/2015 22:03,1429999436,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Hohentengen am Hochrhein,Hohentengen am Hochrhein,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,179,FALSE,TRUE,FALSE,mich gibts nur im Doppelpack ;-),50cfc14b150ba0f5620001f7,50f72bce6f37f3d37e000058,FALSE
F,19,laura,4,48980,2358,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,26/04/2015 11:04,1430046292,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Würenlingen,Würenlingen,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,167,FALSE,TRUE,TRUE,"insta: aliveforothers - ""moving like the speed of sound ૐ",50d5af6a1b0ba0096e000018,5525ad66140ba01c5b8b496d,FALSE
F,22,Chantal,3,54332,1196,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,26/04/2015 10:58,1430045892,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Baden,Remetschwil,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,162,FALSE,TRUE,TRUE,..,50d89ab12d15de7c73000019,50e69181150ba0763200000e,FALSE
F,20,Young Yummy,28,33528,3679,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,08/04/2015 15:19,1428506364,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Basel,Basel,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,138,FALSE,TRUE,TRUE,Fitness💪 Tattoos👊,50da3a797acab1f041000000,55038f65c96da15c998b4a4c,FALSE
F,22,stella101,11,6495,292,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,06/04/2015 15:10,1428333037,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Berna,Berna,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,77,FALSE,TRUE,TRUE,Das Gesicht eines Menschen siehst du im Licht - seinen Charakter im Dunklen,50dd6cd8150ba0415a000027,54aa8e181c0ba069108b48df,FALSE
F,23,nymeria,30,11989,272,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,26/04/2015 8:04,1430035491,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Burgdorf,Burgdorf,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,95.59999847,FALSE,TRUE,FALSE,"Die Leiden sind wie Gewitterwolken. In der Ferne sehen sie schwarz aus, über uns kaum grau",50ddf34b140ba0c51e000000,552a48dde86da193318b45df,FALSE
F,20,Stefania,13,2844,35,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,19/04/2015 21:33,1429479237,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Rothrist,Rothrist,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,131,FALSE,TRUE,FALSE,🎀stefi🎀,50e61f4c6f37f3454f000006,5529c16a1c0ba00e0a8b4b08,FALSE
F,20,Bebisch,1,27174,1306,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,26/04/2015 11:50,1430049023,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Zurich,Geroldswil,,,0.3499999940395355,FALSE,FALSE,FALSE,FALSE,FALSE,168,FALSE,FALSE,TRUE,♛☆,50e692676f37f3827d000034,54c9c9abc86da1c82f8b4f44,FALSE
F,25,Froueli22,11,4709,203,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,24/04/2015 16:00,1429891256,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Berne,Belp,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,76.09999847,FALSE,TRUE,FALSE,not perfect thats me,50e9be370c84d3783600005f,54b1ddbf076ea17b518b4816,FALSE
F,21,Tilly,21,20642,530,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 13:59,1428501593,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Seftigen,Thun,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,80.09999847,FALSE,TRUE,FALSE,Bow Down👌👌,50f141fcc76da1d728000134,55104155076ea1f38c8b46a3,FALSE
F,23,sabe713,7,18216,301,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26/04/2015 11:20,1430047243,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aarau,Schafisheim,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,149,FALSE,TRUE,TRUE,"Jungs, werdet erwachsen.. Das leben ist kein spielplatz..!",50f3220f38a89c0a5b00004e,51fe675f1b0ba0d228fd8a65,FALSE
